Site,Cost 19/20 (Electric),Consumption 19/20 (Electric),Cost 18/19 (Electric),Consumption 18/19 (Electric),Cost 19/20 (Gas),Consumption 19/20 (Gas),Cost 18/19 (Gas) ,Consumption 18/19 (Gas),Total Cost 19/20,Total Consumption 19/20,"CO2e
(grams)",,,,CO2 Conversion factors,
Community Centre - Lofthouse Sheltered Housing  ,£965.72,5879.7,£901.39,5796.9,"£1,042.75",25713.5,"£1,437.62",41074.68,"£2,008.47",31593.2,"1,715.86",,,,,
Community Centre - Mandela Centre  ,"£3,471.67",18922.2,"£3,445.36",20497,"£9,992.94",299184.65,"£9,980.39",304993.94,"£13,464.61",318106.85,"6,877.87",,,,,
Community Centre - Meanwood  ,£0.00,0,"£1,918.69",11364.8,£0.00,0,"£1,873.17",46200.7,£0.00,0,0.00,,,,,
Community Centre - Methley Village Centre  ,"£1,267.58",7949.9,"£1,109.10",7357.9,"£1,529.86",44516.91,"£1,719.64",48065.64,"£2,797.44",52466.81,"2,344.51",,,,,
Community Centre - Mickletown Sheltered Housing  ,"£1,292.70",8088.3,"£1,299.71",8781.3,£625.00,20003.82,£642.49,19635.67,"£1,917.70",28092.12,"2,195.04",,,,,
Community Centre - Middleton Skills Centre  ,£62.52,108.1,"£2,990.74",15400.7,"£1,873.08",0,"£4,259.33",109582.71,"£1,935.60",108.1,410.26,,,,,
Community Centre - North Gipton - Henry Barran  ,"£9,899.93",55327,"£10,383.93",62831,"£13,480.10",421522.31,"£13,928.87",440590.58,"£23,380.03",476849.31,"16,895.30",,,,,
Community Centre - Northfield Sheltered Housing  ,"£1,348.58",8417.3,"£1,385.42",9007.1,"£1,564.81",45119.47,"£1,578.05",44354.9,"£2,913.39",53536.77,"2,471.12",,,,,
Community Centre - Nowell Mount  ,£646.28,3664.8,£509.72,2954.8,"£1,044.46",44405.7,£339.95,10415.26,"£1,690.74",48070.5,"1,150.09",,,,,
Community Centre - Primrose House Sheltered Housing Community Centre & Offices  ,"£1,506.10",9551.8,"£1,534.60",9823.8,"£1,200.33",35736.55,"£1,304.05",37031.84,"£2,706.43",45288.35,"2,686.64",,,,,
Community Centre - Prince Philip Centre  ,"£11,387.27",64290.1,"£9,157.33",56393.8,"£7,019.43",209753.57,"£7,342.48",227129.88,"£18,406.70",274043.67,"17,866.48",,,,,
Community Centre - Richmond Hill  ,"£3,344.25",18198.3,"£2,593.08",15245.2,"£2,247.92",59232.76,"£2,194.60",60939.55,"£5,592.17",77431.06,"5,110.69",,,,,
Community Centre - Shantona Womens Centre  ,"£2,093.96",11602.1,"£1,937.96",11872.6,"£1,460.80",41284.67,"£1,460.94",38290.81,"£3,554.76",52886.77,"3,263.91",,,,,
Community Centre - St Gabriels Community Centre and East Ardsley Youth Club  ,£409.38,1885.8,£449.80,2496.4,£900.59,29648.02,£958.54,29160.34,"£1,309.97",31533.82,665.98,,,,,
Community Centre - St Matthews  ,"£5,093.41",27844.2,"£4,918.60",30088.6,"£6,139.94",191758.24,"£5,266.55",152908.09,"£11,233.35",219602.44,"8,371.24",,,,,
Community Centre - Strawberry Lane  ,"£6,855.11",37982,"£6,981.10",42471.9,"£10,961.27",330788.25,"£13,270.44",456069.32,"£17,816.38",368770.25,"11,947.37",,,,,
Community Centre - Swinnow  ,"£1,936.20",11368,"£2,188.26",13093.2,"£1,111.89",35160.93,"£1,030.08",32764.94,"£3,048.09",46528.93,"3,132.80",,,,,
Community Centre - The Rose Lund Centre  ,"£1,642.36",10101.9,"£2,411.70",14462.8,£604.41,63.94,£979.75,2542.84,"£2,246.77",10165.84,"2,705.51",,,,,
Community Centre - Thorpe Sheltered Housing Library Community Centre  ,"£1,149.50",6338.4,£779.70,4019.1,£316.39,9065.59,£323.81,8963.63,"£1,465.89",15403.99,"1,684.73",,,,,
Community Centre - Victoria Close Sheltered Housing  ,"£1,763.93",10801.8,"£1,543.04",10474.9,"£1,586.34",46551.15,"£1,679.89",41289.06,"£3,350.27",57352.95,"3,085.00",,,,,
Community Centre - Wellington Gardens Sheltered Housing  ,£902.85,5403.3,£903.58,5811.7,"£1,588.72",54489.59,£947.05,29678.8,"£2,491.57",59892.89,"1,705.63",,,,,
Community Centre - Westbourne Sheltered Housing   ,"£4,106.72",26099,"£3,294.09",23349,£272.36,10966.15,£241.30,8704.55,"£4,379.08",37065.15,"6,726.54",,,,,
Community Centre - Yeadon Tarn Activity Centre  ,"£5,846.69",32501.3,"£5,368.42",32478.1,"£4,254.29",136057.68,"£3,647.55",104989.61,"£10,100.98",168558.98,"9,176.40",,,,,
Community Hub - Holbeck Support Hub  ,,,,,£104.67,3530.1,£0.00,0,£104.67,3530.1,21.38,,,,,
Community Hub - Rothwell  ,"£6,374.35",35522.8,"£6,204.60",37580.1,"£1,606.68",45891.94,"£1,918.51",53645.18,"£7,981.03",81414.74,"9,407.84",,,,,
Computer Centre - Apex House  ,"£202,339.64",1358565.7,"£157,943.05",1069274.9,"£1,860.31",48822.29,"£1,911.56",43870.49,"£204,199.95",1407387.99,"347,629.42",,,,,
Council Offices  - Passenger Transport and Document Storage  ,"£13,666.67",79471.1,"£12,223.88",77980.5,"£9,605.07",227144.02,"£10,679.93",328499.62,"£23,271.74",306615.12,"22,274.94",,,,,
Council Offices - 180 - 182 Chapeltown Road  ,,,,,£0.00,0,£14.91,0,£0.00,0,0.00,,,,,
Council Offices - 2 Great George Street  ,"£2,292.87",49406.4,"£23,572.12",126050.8,"£7,635.73",0,"£11,716.18",268215.37,"£9,928.60",49406.4,"14,188.10",,,,,
Council Offices - Adams Court  ,"£22,101.95",128577.7,"£19,795.62",130406.5,"£11,626.74",337453.23,"£11,549.96",318495.8,"£33,728.69",466030.93,"35,239.57",,,,,
Council Offices - Adult Social Care - Community Support Re-ablement - 79 - 81 Lingfield Drive  ,"£1,738.42",10957.4,"£1,462.39",9978,£923.92,26623.55,"£1,083.27",29791.62,"£2,662.34",37580.95,"2,989.45",,,,,
Council Offices - Adult Social Care - SkILs  ,"£6,523.66",40047,"£6,954.27",48195.8,,,,,"£6,523.66",40047,"10,236.01",,,,,
Council Offices - Aireborough Area Office  ,"£2,849.29",17450.5,"£4,997.15",30753.7,"£6,211.43",172980.15,"£6,785.96",196996.45,"£9,060.72",190430.65,"5,729.22",,,,,
Council Offices - Albion House  ,"£14,106.36",84776.8,"£2,905.18",15818.4,,,,,"£14,106.36",84776.8,"21,668.95",,,,,
Council Offices - Assisted Living Leeds - Clarence Road  ,"£19,171.16",122944,"£25,101.76",163322.9,"£40,420.89",1334352.11,"£40,033.34",1258816.93,"£59,592.05",1457296.11,"39,681.67",,,,,
Council Offices - Attendance Strategy Team - South Pudsey Centre  ,"£4,979.77",27776.2,"£4,903.18",29555.2,"£2,073.90",56215.57,"£2,136.94",53123.75,"£7,053.67",83991.77,"7,523.25",,,,,
Council Offices - Belle Isle Foundation  ,"£6,990.95",35451.6,"£4,838.60",26607.8,"£2,053.53",62673.96,"£1,949.11",54810.97,"£9,044.48",98125.56,"9,480.92",,,,,
Council Offices - Belle Isle Tenant Management Office - Aberfield Gate  ,"£5,688.64",31072.5,"£5,740.82",34259.7,,,,,"£5,688.64",31072.5,"7,942.13",,,,,
Council Offices - Bramley Neighbourhood Housing Office  ,"£4,076.27",22532.6,"£4,211.18",25295.6,"£3,074.85",114373.03,"£2,028.84",57989.79,"£7,151.12",136905.63,"6,387.46",,,,,
Council Offices - Brownlee Stone Centre  ,"£8,838.43",51068.9,"£8,028.15",47954.9,"£1,817.41",47544.17,"£1,801.94",55366.33,"£10,655.84",98613.07,"13,424.47",,,,,
Council Offices - Burmantofts Neighbourhood Housing Office  ,"£10,129.34",60825.4,"£12,311.43",83902.8,,,,,"£10,129.34",60825.4,"15,546.97",,,,,
Council Offices - Chapeltown Action Sports  ,"£4,074.53",25115.9,"£3,097.99",20451.6,,,,,"£4,074.53",25115.9,"6,419.62",,,,,
Council Offices - Chess & Networks Clusters - Beckhill House  ,"£1,302.94",7654.8,"£1,143.59",7202.7,,,,,"£1,302.94",7654.8,"1,956.57",,,,,
Council Offices - Civic Hall  ,"£235,914.53",1585172.9,"£213,294.70",1494857.2,"£46,455.48",1392146.78,"£52,096.97",1535688.37,"£282,370.01",2977319.68,"414,660.12",,,,,
Council Offices - Cross Flatts Park Offices  ,"£1,612.00",9813.1,"£1,208.34",7968.4,"£1,989.61",62252.47,"£1,928.86",54618.06,"£3,601.61",72065.57,"2,914.67",,,,,
Council Offices - Deacon House  ,"£9,516.00",53844.8,"£8,098.41",50076.5,"£5,287.29",158573.96,"£5,431.03",143316.96,"£14,803.29",212418.76,"14,842.82",,,,,
Council Offices - East Leeds Family Support Service  ,"£2,064.91",11507.6,"£3,470.55",20558.3,"£2,349.15",62943.62,"£2,455.60",63821.71,"£4,414.06",74451.22,"3,421.23",,,,,
Council Offices - Enterprise House  ,"£29,749.49",170096.4,"£22,575.29",140030.6,"£7,412.74",220879.92,"£8,892.40",264383.33,"£37,162.23",390976.32,"44,990.91",,,,,
Council Offices - Environmental Health - Millshaw Park Way  ,"£11,697.50",71221.4,"£10,985.56",70622.5,"£2,999.10",87387.96,"£3,035.12",86183.09,"£14,696.60",158609.36,"18,816.85",,,,,
Council Offices - Evolution House  ,,,,,£0.00,0,£218.59,7557.43,£0.00,0,0.00,,,,,
Council Offices - Farnley Hall  ,"£22,662.82",138490.1,"£19,801.96",127370.7,"£10,769.61",337363.21,"£9,939.00",296672.24,"£33,432.43",475853.31,"37,598.09",,,,,
Council Offices - Gipton South Neighbourhood Housing Office  ,"£7,979.88",50226.7,"£7,315.91",51866.5,£859.02,29667.94,£928.95,29843.3,"£8,838.90",79894.64,"13,013.43",,,,,
Council Offices - Hawksworth Community HUB  ,£954.63,5815.5,£573.20,3534.8,"£1,352.29",34640.63,£0.00,0,"£2,306.92",40456.13,"1,762.69",,,,,
Council Offices - Holbeck Neighbourhood Housing Office  ,£285.89,1156.8,£295.43,1320.7,,,,,£285.89,1156.8,295.68,,,,,
Council Offices - Horsforth Neighbourhood Housing Office  ,"£3,697.21",20157.6,"£3,403.76",20275.9,"£2,055.60",55888.13,"£2,114.26",80577.54,"£5,752.81",76045.73,"5,572.20",,,,,
Council Offices - Hough Top Court  ,"£17,336.49",103940.9,"£24,432.43",155135.6,"£15,898.09",488321.28,"£15,870.60",478066.32,"£33,234.58",592262.18,"29,814.96",,,,,
Council Offices - Housing Leeds - Westfield Chambers  ,,,,,"£1,236.63",39410.39,"£1,311.37",37484.03,"£1,236.63",39410.39,252.62,,,,,
Council Offices - Housing Management Office - 1 Cottingley Towers  ,£566.53,2957.2,£490.63,2714.8,,,,,£566.53,2957.2,755.86,,,,,
Council Offices - Housing Management Office - 1 Parkway Towers  ,"£3,206.56",20186.8,"£2,021.29",13195.6,,,,,"£3,206.56",20186.8,"5,159.75",,,,,
Council Offices - Hunslet Hall Area Office  ,"£12,974.28",72509.8,"£12,396.38",75017.6,"£11,705.61",364031.4,"£10,576.35",325785.06,"£24,679.89",436541.2,"20,924.73",,,,,
Council Offices - Income & Enforcement Team - 1 Arthington Court  ,£228.63,0,£471.22,0,,,,,£228.63,0,0.00,,,,,
Council Offices - Kernel House  ,"£14,553.38",82390.3,"£19,794.03",90944.6,"£3,714.66",104484.62,"£4,297.46",122198.34,"£18,268.04",186874.92,"21,817.79",,,,,
Council Offices - Kippax Neighbourhood Housing Office  ,£0.00,0,-£21.38,0,,,,,£0.00,0,0.00,,,,,
Council Offices - Kirkgate Market Information Centre  ,£814.52,4058.5,"£2,057.47",12661.2,,,,,£814.52,4058.5,"1,037.35",,,,,
Council Offices - Kirkstall Neighbourhood Housing Office  ,"£8,913.61",47339.7,"£8,430.30",48477.7,,,,,"£8,913.61",47339.7,"12,100.03",,,,,
Council Offices - Knowsthorpe Gate  ,"£66,781.38",442424.8,"£67,009.77",468898.3,"£8,143.85",204804.66,"£8,759.96",211758.73,"£74,925.23",647229.46,"114,747.40",,,,,
Council Offices - Knowsthorpe Way - Refuse Vehicle Department  ,"£25,415.61",161429.4,"£25,588.97",169082.8,,,,,"£25,415.61",161429.4,"41,261.35",,,,,
Council Offices - Lawnswood Cemetery Offices  ,£646.14,3653.7,£635.69,4042.8,,,,,£646.14,3653.7,933.89,,,,,
Council Offices - Learning Disability Services - 28 Endecliff Mews  ,£737.73,4134,£679.26,4105,£284.47,8775,£331.68,10511.43,"£1,022.20",12909,"1,114.76",,,,,
Council Offices - Leeds Centre for Integrated Living  ,"£3,884.85",21414.7,"£3,480.76",20764.3,"£5,149.62",149274.93,"£6,282.12",177425.7,"£9,034.47",170689.63,"6,525.56",,,,,
Council Offices - Leonardo Building  ,"£5,301.39",39613.6,"£13,796.72",69283.7,"£1,855.29",0,"£3,122.98",48303.02,"£7,156.68",39613.6,"10,504.23",,,,,
Council Offices - Little London Community Centre and Neighbourhood Housing Office  ,"£3,983.23",28451.9,"£4,786.15",29233.6,£800.63,18388.85,£916.97,25057.39,"£4,783.86",46840.75,"7,435.86",,,,,
Council Offices - Merrion House  ,"£373,506.09",2573993.1,"£188,397.19",1231444.2,"£25,380.77",2397.04,"£32,827.22",295526.97,"£398,886.86",2576390.14,"663,097.42",,,,,
Council Offices - Middleton Advice Centre  ,"£2,014.01",11734.5,"£1,595.98",10526,"£2,658.49",78924.29,"£2,986.26",87078.8,"£4,672.50",90658.79,"3,542.41",,,,,
Council Offices - Middleton Park Complex  ,"£70,106.62",460460.4,"£114,378.79",747869.5,"£9,290.87",201990.12,"£29,993.59",983680.47,"£79,397.49",662450.52,"119,591.62",,,,,
Council Offices - Moortown Neighbourhood Housing Office  ,"£1,307.87",10515.5,"£2,012.48",11309.8,"£1,700.00",50026.68,"£1,317.71",28743.25,"£3,007.87",60542.18,"3,035.04",,,,,
Council Offices - Navigation House  ,"£33,352.57",188283.8,"£35,037.74",219144.6,"£7,751.49",229145.49,"£8,499.17",262331.31,"£41,104.06",417429.29,"49,708.81",,,,,
Council Offices - Neighbourhood Wardens Office  ,£693.48,3787.4,£727.77,4493.6,,,,,£693.48,3787.4,968.06,,,,,
Council Offices - North West Leeds Family Resource Centre  ,£974.86,5805.1,"£1,083.22",6930.1,"£1,935.22",54572.98,"£2,082.58",58547.95,"£2,910.08",60378.08,"1,879.11",,,,,
Council Offices - Print Management and Offices  ,"£16,968.77",94900.8,"£19,587.83",121465.1,"£7,040.88",220013.54,"£6,357.06",189957.16,"£24,009.65",314914.34,"25,694.96",,,,,
Council Offices - Richmond Hill Neighbourhood Housing Office  ,"£4,938.78",32140.5,"£4,543.17",33195.2,,,,,"£4,938.78",32140.5,"8,215.11",,,,,
Council Offices - Round Foundry Media  ,"£64,402.61",413937.5,"£72,132.95",472488.8,"£10,878.01",305215.7,"£9,446.77",287069,"£75,280.62",719153.2,"108,024.58",,,,,
Council Offices - Saxton Gardens - Caretakers Office  ,£444.05,2233.4,£461.16,2529.3,,,,,£444.05,2233.4,570.86,,,,,
Council Offices - Shannon House- Leeds Anti-Social Behaviour Team  ,"£1,184.42",7353.3,"£1,021.17",6692.2,£783.99,31845.28,£915.88,31895.69,"£1,968.41",39198.58,"2,039.66",,,,,
Council Offices - Shire View  ,"£19,942.95",112953.8,"£19,457.27",122811,"£10,282.23",330792.74,"£9,490.21",261477.03,"£30,225.18",443746.54,"30,971.45",,,,,
Council Offices - South Youth Offending Service  ,£0.00,0,"£2,332.03",17852.6,"£3,326.69",305.57,"£5,139.97",120825.19,"£3,326.69",305.57,679.58,,,,,
Council Offices - St George House   ,"£51,128.68",308578.7,"£48,467.69",280319.5,"£8,370.82",277655.8,"£11,906.81",329330.87,"£59,499.50",586234.5,"80,582.71",,,,,
Council Offices - Swarcliffe Neighbourhood Housing Office  ,"£5,511.12",30512.6,"£4,727.02",28552.9,£674.10,22330.54,£602.12,21247.8,"£6,185.22",52843.14,"7,936.73",,,,,
Council Offices - Technorth  ,"£36,178.18",203887.3,"£33,968.59",204766.7,"£11,703.40",322333.91,"£11,148.57",291402.3,"£47,881.58",526221.21,"54,504.36",,,,,
Council Offices - The Gate Resource Centre   ,"£3,430.78",18859.1,"£2,703.81",16047.5,"£1,917.53",60488.11,"£1,974.65",70030.34,"£5,348.31",79347.21,"5,212.10",,,,,
Council Offices - The Youth Justice Centre   ,"£4,985.54",27615.8,"£4,307.19",25765,"£6,117.79",181120.28,"£6,683.59",205643.53,"£11,103.33",208736.08,"8,308.34",,,,,
Council Offices - Therapeutic Social Work Team  ,"£2,192.72",12647.9,"£1,941.18",11431.2,"£2,331.75",74262.09,"£1,753.16",44520.28,"£4,524.47",86909.99,"3,709.13",,,,,
Council Offices - Thoresby House  ,-£767.83,0,-£236.12,0,"£3,540.48",0,"£5,557.21",82651.92,"£2,772.65",0,723.25,,,,,
Council Offices - Tribeca House  ,"£56,876.35",328927.4,"£52,373.13",328805.9,,,,,"£56,876.35",328927.4,"84,073.84",,,,,
Council Offices - Unit 1 Killingbeck Court  ,"£3,248.94",17731.2,"£8,308.41",50344.9,,,,,"£3,248.94",17731.2,"4,532.09",,,,,
Council Offices - Unit 2 Killingbeck Court  ,"£15,346.40",85988.8,"£14,467.27",89067.5,,,,,"£15,346.40",85988.8,"21,978.74",,,,,
Council Offices - Unit 5 Landmark Court  ,"£7,254.03",40592,"£6,908.39",42050.9,"£1,714.38",47061.07,"£1,911.80",53079.14,"£8,968.41",87653.07,"10,725.53",,,,,
Council Offices - Unit 7 Landmark Court  ,£0.00,0,-£503.91,0,,,,,£0.00,0,0.00,,,,,
Council Offices - Vehicle Licensing & Enforcement  ,"£25,761.56",146498.5,"£20,235.41",124916.7,"£7,760.03",266610.88,"£1,399.78",16417.02,"£33,521.59",413109.38,"39,030.24",,,,,
Council Offices - Waterside  ,"£3,075.95",17333.2,£0.00,0,£172.29,0,£0.00,0,"£3,248.24",17333.2,"4,465.56",,,,,
Council Offices - Wharfemeadows Park Offices  ,,,,,£72.81,1590.33,£75.11,2176.82,£72.81,1590.33,14.87,,,,,
Council Offices - White House  ,"£3,016.14",16320.7,"£2,275.19",13254.9,"£1,828.92",53826.68,"£1,867.82",48925.65,"£4,845.06",70147.38,"4,545.18",,,,,
Council Offices - White Rose Study Centre  ,"£1,110.76",5982.2,"£2,952.29",17491.5,,,,,"£1,110.76",5982.2,"1,529.05",,,,,
Council Offices - Wortley Area Housing Office  ,"£3,247.50",17415.4,"£4,771.57",29178.9,£515.84,18362.91,£661.04,21488.05,"£3,763.34",35778.31,"4,556.75",,,,,
Council Offices - Youth Service - Westminster Buildings  ,£502.69,983.5,£486.88,958.5,,,,,£502.69,983.5,251.38,,,,,
Crematorium - Cottingley Hall  ,"£21,712.59",125339.8,"£17,518.06",113085.8,"£26,448.13",921849.98,"£24,819.71",863604.09,"£48,160.72",1047189.78,"37,439.68",,,,,
Crematorium - Lawnswood  ,"£11,637.23",72202.6,"£16,210.30",103770.9,"£48,981.51",1470056.74,"£73,809.42",2697811.39,"£60,618.74",1542259.34,"28,460.93",,,,,
Crematorium - Rawdon  ,"£20,559.74",123830.1,"£19,281.62",121735.4,"£44,593.84",1539098.59,"£47,186.58",1716219.11,"£65,153.58",1662928.69,"40,760.60",,,,,
Cummunity Hub - Hunslet Community Hub and Library  ,"£2,910.19",15347.7,"£5,242.00",31693.8,"£2,700.39",58405.96,"£4,752.57",129525.4,"£5,610.58",73753.66,"4,474.51",,,,,
Day Centre - Burley Willows  ,£90.56,99.4,£183.28,506.7,£159.54,0,£160.29,0,£250.10,99.4,58.00,,,,,
Day Centre - Frederick Hurdle  ,"£5,865.73",32352.2,"£5,188.92",30979.2,"£6,809.01",192659.91,"£7,658.29",226121.68,"£12,674.74",225012.11,"9,660.17",,,,,
Day Centre - Horsforth Calverlands  ,"£2,863.84",15510.7,"£2,478.21",15057.7,"£3,002.71",99211.99,"£1,944.47",48550.88,"£5,866.55",114722.69,"4,577.93",,,,,
Day Centre - Hough Lane  ,"£13,072.67",79748.8,"£12,956.91",82646.6,"£11,934.53",372737.85,"£11,470.85",361614.51,"£25,007.20",452486.65,"22,821.78",,,,,
Day Centre - Lovell Park Hub  ,"£3,788.27",20636.1,"£3,725.35",22305.7,"£2,948.73",90070.2,"£3,046.05",92911.36,"£6,737.00",110706.3,"5,876.95",,,,,
Day Centre - Naburn Court  ,"£1,399.43",8812.3,"£1,368.19",9182.5,£225.78,2729.08,£202.55,2134.45,"£1,625.21",11541.38,"2,298.55",,,,,
Day Centre - Osmondthorpe Hub  ,"£11,950.67",67559.5,"£10,447.15",63800,"£4,568.55",139558.64,"£4,309.29",126011.5,"£16,519.22",207118.14,"18,201.47",,,,,
Day Centre - Potternewton Fulfilling Lives Service  ,"£14,407.28",89251.6,"£14,788.28",92363.5,"£16,172.93",442699.73,"£20,616.03",650927.22,"£30,580.21",531951.33,"26,116.52",,,,,
Day Centre - Springfield  ,"£4,324.16",23729,"£4,528.11",27491,"£5,534.85",139986.52,"£8,122.93",266587.75,"£9,859.01",163715.52,"7,195.79",,,,,
Day Centre - Stocks Hill Hub  ,"£3,793.64",20376.4,"£4,221.85",25153.7,"£5,114.64",149323.19,"£5,138.01",151637.89,"£8,908.28",169699.59,"6,253.03",,,,,
Day Centre - The Vale Circles  ,"£5,709.09",31383.8,"£5,777.52",34970,"£1,810.32",47354.1,"£2,236.80",59344.47,"£7,519.41",78737.9,"8,391.51",,,,,
Day Centre - Wykebeck Valley  ,"£5,648.49",31229.3,"£5,275.78",31898.9,"£3,513.52",103821.27,"£3,374.78",99345.88,"£9,162.01",135050.57,"8,699.95",,,,,
Depot - Building Agency Seacroft Ring Road  ,"£32,187.15",196857,"£28,693.03",178845.6,"£5,979.44",179796.19,"£6,414.25",188511.39,"£38,166.59",376653.19,"51,538.13",,,,,
Depot - City Signs - Unit 6 Limewood Approach  ,£0.00,0,£45.34,72.2,£0.00,0,£691.42,22450.78,£0.00,0,0.00,,,,,
Depot - Cleaning & Services Agency Store Room  ,£336.07,1495.4,£363.76,1838,,,,,£336.07,1495.4,382.22,,,,,
Depot - Cross Flatts Park Workshop  ,"£1,182.58",7309.8,£799.58,5070.4,,,,,"£1,182.58",7309.8,"1,868.38",,,,,
Depot - Electoral Registration - Moorside Maltings  ,"£3,015.54",15794.1,"£2,767.86",15812.3,,,,,"£3,015.54",15794.1,"4,036.97",,,,,
Depot - Harehills Park Mess Room  ,"£1,167.08",7029.1,£790.61,4912.4,,,,,"£1,167.08",7029.1,"1,796.64",,,,,
Depot - Henshaw  ,"£14,204.56",89469.5,"£13,526.46",89807.6,"£3,664.68",106953.16,"£3,584.98",102528.41,"£17,869.24",196422.66,"23,617.03",,,,,
Depot - Highways Salt Store  ,"£2,914.51",15693.2,"£2,675.05",15641.3,,,,,"£2,914.51",15693.2,"4,011.18",,,,,
Depot - Horsforth Hall Park  ,"£8,975.82",49041.8,"£7,462.58",45354.7,,,,,"£8,975.82",49041.8,"12,535.08",,,,,
Depot - Parks & Countryside - Burley Road  ,"£1,160.17",6263.1,"£3,739.27",22387.9,"£3,439.54",104068.1,"£3,653.47",105075.81,"£4,599.71",110331.2,"2,303.48",,,,,
Depot - Pottery Fields   ,"£24,182.71",145023.3,"£21,376.57",142039.1,,,,,"£24,182.71",145023.3,"37,067.96",,,,,
Depot - Red Hall Forestry  ,"£2,522.02",12665.4,"£12,060.77",73177.4,,,,,"£2,522.02",12665.4,"3,237.28",,,,,
Depot - Roseville Sheltered Workshop - 65 Roundhay Road  ,-£831.56,0,-£637.24,0,"£10,093.87",276317.65,"£3,226.66",0,"£9,262.31",276317.65,"2,061.98",,,,,
Depot - Seacroft Highways & Leeds Lights  ,"£31,489.22",202275.7,"£33,329.71",220719.1,"£13,348.69",456761.72,"£12,184.24",410790.76,"£44,837.91",659037.42,"54,428.54",,,,,
Depot - Springhead Park Depot & Aviary  ,"£2,963.75",16138.6,"£2,918.59",17934.3,,,,,"£2,963.75",16138.6,"4,125.03",,,,,
Depot - Stanningley Park - Half Mile Lane  ,"£1,320.52",8273.5,"£1,070.52",7173.9,"£1,097.73",26859.96,"£1,625.81",47350.96,"£2,418.25",35133.46,"2,338.95",,,,,
Depot - Transport Services Agency  ,"£66,944.54",413032.3,"£63,666.09",415441.7,"£70,760.30",2136050.71,"£70,421.01",2197918.37,"£137,704.84",2549083.01,"120,025.97",,,,,
